order_id,restaurant_id,customer_id,order_date,order_time,delivery_time,total_cost,item_count,payment_method,customer_rating
d8c6c563,ab601722,0c93b1d9,2/8/2024,23:42,22,902.9,1,Wallet,4
fffbc150,2a7a8abf,076ea892,2/13/2024,20:15,54,303.11,1,COD,1.7
0be22cfe,0ae349c2,82b6752c,1/12/2024,4:23,64,1650.2,4,COD,1.2
389a499d,51bc9499,f33023de,9/11/2024,5:03,22,1226.41,3,UPI,1.2
31e0ca56,dddddf29,5c50cbd7,7/18/2024,17:12,74,426.35,10,UPI,2.8
9b1737fb,cb476aae,e5253af5,9/3/2024,0:29,42,305.12,1,UPI,2.6
dc48db49,79617b25,8fb283ef,4/4/2024,13:01,33,662.03,9,COD,2.1
654e77cf,fe75f9a6,970bfdcf,1/19/2024,10:45,18,1456.34,8,Wallet,2.7
5c68f49e,ce8f2030,c9ad6b1e,10/15/2024,1:17,89,1960.73,9,UPI,2.7
a14cc5b7,c1244b75,0300315c,3/25/2024,22:36,49,1401.7,1,Net Banking,1.2
f3959143,b62af499,50fe7891,9/1/2024,18:47,19,1789.66,5,Wallet,1.8
96356b53,f2bb6dd3,535a2da5,1/13/2024,13:12,27,1347.07,3,Wallet,1.9
90413c16,97ba5c47,6accc025,2/12/2024,20:21,51,665.34,4,UPI,2.6
b837b9a6,f6a4fedc,9629a26a,4/2/2024,22:02,81,1844.65,3,UPI,3.5
735edc53,2f6d7840,0319a1ea,2/26/2024,18:46,48,468.88,4,UPI,2.7
915b5bf3,5a47cc33,f75f61bc,11/11/2024,2:12,75,597.44,8,UPI,4.8
80bced47,5f0a9f32,c46a32ef,12/20/2024,2:35,28,930.85,5,Net Banking,4.6
67c376d5,a8e96359,c74bfa16,11/1/2024,7:17,18,1274.69,2,Net Banking,3.4
9839802,02df79eb,15338b57,11/15/2024,5:57,31,1402.69,5,UPI,2.7
f11acb64,8bb9a4b0,57a6f3bc,4/10/2024,17:00,82,145.45,4,COD,2
4e123c01,4290a87b,327dda03,9/12/2024,11:14,71,1453.11,9,Credit Card,4.3
5845b21e,3d59878b,ad000800,3/2/2024,3:38,60,1525.71,4,Wallet,1.3
7db29269,c317908c,d7f8bd00,12/2/2024,18:00,89,1159.33,1,Credit Card,4.9
46075c8e,2f6d7840,b0444c04,2/3/2024,6:42,20,1650.55,2,UPI,5
11b5078c,fcd19837,a5c4b5fa,12/24/2024,21:47,67,601.19,9,Credit Card,2.1
855cfa79,78805df4,1470cf4c,8/12/2024,20:52,83,580.71,4,Net Banking,3.3
8575f654,10504ca1,f7b07849,10/8/2024,10:14,54,158.09,3,UPI,4.3
6a3ac339,2850b98f,64353689,5/27/2024,11:46,52,218.69,9,UPI,3.8
0dca1354,1d9ef47d,7da65901,8/15/2024,1:18,56,1641.44,7,Credit Card,2
1d5eb064,60723d0e,205ed738,4/24/2024,7:05,76,252.85,9,Net Banking,3.2
77a058c1,59b862ed,6.66E+06,5/26/2024,10:49,89,507.44,2,UPI,2.6
25e708ff,4e7b5c84,92a9cf5a,1/14/2024,2:50,90,1392.52,9,UPI,1.6
eb26c5bc,e224a5ea,e0df9267,9/15/2024,7:40,21,573.7,3,COD,2
4e33a5e2,5fef57bb,43282269,3/28/2024,4:41,15,381.85,10,Credit Card,2.5
8bf3418d,9ff72da6,1f9c316e,4/19/2024,0:22,71,1817.71,5,Wallet,2.7
ccb955f3,7dbcbb29,b686bb95,7/13/2024,22:31,32,1655.93,2,Wallet,1.1
86e65064,8c077be2,bc346923,12/20/2024,15:50,43,1530.83,9,Wallet,4.9
d75cb2ba,52758fa7,d9aea012,8/1/2024,6:09,85,668.7,8,Credit Card,1.8
d3593377,fcc5c2d6,f093388c,10/16/2024,15:29,21,746.32,10,Credit Card,1.6
3ff5e752,a638af19,0c596921,8/1/2024,19:44,44,1018.39,8,UPI,1.6
82b862a0,f146994a,51b87c53,2/8/2024,1:34,70,179.28,2,COD,2.8
7a726224,b09f66d7,671b39b7,5/24/2024,12:47,22,497.47,2,Credit Card,3.5
d0b45d1b,427b24bc,17c1b6d4,8/15/2024,8:04,88,1812.33,9,Credit Card,1.4
ccab1083,70c91766,066e2ac0,12/24/2024,19:45,56,1380.02,10,COD,2.8
198c7387,1969672f,6e43118a,9/25/2024,12:30,40,274.44,6,Credit Card,4
8b153582,8058c87e,de583843,12/19/2024,21:26,56,1449.41,8,Net Banking,2.9
920929cb,5b2f1c9a,481e38f8,7/17/2024,4:39,73,1348.82,1,UPI,4.6
fc38741d,04dc9812,944ad2d8,5/10/2024,21:42,23,1143.67,6,Net Banking,3.2
66c8a4c8,faff1bf4,1a64e403,12/3/2024,5:20,45,1308.12,4,Wallet,4.4
ef0a4ea6,ccb7be4e,011a44cb,3/5/2024,14:17,43,1780.97,8,Credit Card,1.7
e6f70fc1,83c9c7f5,038c894c,3/1/2024,2:23,53,769.76,8,Credit Card,2.3
43c1a7fa,b0b312af,3027dc87,3/22/2024,9:39,15,1625.7,9,Credit Card,4.1
60cdd1f2,7cfc6e28,4074e8a3,1/4/2024,18:05,36,1720.77,4,COD,4.1
67dc077f,1c6eb160,430667d9,9/16/2024,9:39,68,1683.54,8,COD,4.9
78640174,8a76a7ee,2caa871e,7/24/2024,21:25,77,1464.79,5,Net Banking,1.1
fe1f1fba,dbcaa61c,14c633c2,12/1/2024,0:41,18,1796.56,3,UPI,5
5e544f95,71ea6563,14f583e6,9/15/2024,9:07,63,1943.01,9,Net Banking,4.8
20608576,1c2e3e38,f9c14863,8/28/2024,11:04,66,874.24,6,Credit Card,3.3
238c39d4,77f59689,18cd8d36,10/4/2024,0:25,51,1380,9,Wallet,5
c9f31cf5,49d9a0f2,888c6d8e,6/9/2024,18:16,54,832.97,6,Net Banking,4.3
3c3b209c,cfb0cf14,2c1c8fd9,1/9/2024,20:17,43,1194.58,9,COD,1.7
69122b31,026ab181,7a97d5bd,4/9/2024,15:17,76,978.62,10,Credit Card,2.5
d6146db5,06bbd4b4,b535c11e,7/28/2024,8:12,79,312.95,2,Wallet,3
7745be5b,c1f72d98,568f3f7d,8/11/2024,17:26,65,794.62,8,Wallet,2.2
ab19e60b,6903437e,fb4e6c20,1/2/2024,11:25,23,906.22,1,COD,4.7
063eefa4,ee9f310d,be805eb6,7/17/2024,9:51,16,1036.39,4,Wallet,4.1
c6a470a4,71098659,b38bf731,5/14/2024,5:45,16,333.49,9,UPI,4.5
1bccc8ff,c1f112de,fe14cbc5,7/19/2024,6:45,54,823.83,7,Credit Card,2.6
49faa5d4,6e1843fb,e9beb11a,5/23/2024,9:40,68,841.92,8,UPI,3.4
f5a2e0aa,ee9f310d,b9f91a68,5/13/2024,6:00,56,1737.29,10,COD,3
efaeaec1,5e9ad80d,01a5db71,12/7/2024,14:16,57,242.97,2,Net Banking,2
a94b1aeb,ce863def,1dca8cac,1/10/2024,16:43,71,1701.87,5,Credit Card,3.2
feedfa64,67baa4fe,a7be49e8,3/8/2024,9:45,80,435.43,8,UPI,3
b45f38bb,3b052e56,1e3479e9,1/8/2024,19:21,20,1838.28,7,UPI,3.3
75625d97,f32a3aad,7de30f4f,12/21/2024,0:43,87,536.18,4,Wallet,2.6
2b3e7fb5,24efe3fc,88d0040e,1/25/2024,7:20,33,832.42,10,UPI,1.4
675eccf2,52758fa7,933fccbe,10/14/2024,22:29,45,308.62,7,COD,2.2
7afbb478,2.74E+12,9ac25578,10/15/2024,13:09,73,546.81,5,Wallet,4.3
062f8d5c,f4fb2de3,c09dbb30,12/26/2024,8:41,32,736.79,7,Credit Card,4.3
ce5fbad2,92f9c1c0,fa56fc42,11/23/2024,1:43,39,1055.17,10,Net Banking,3.2
119995c3,78dddfb3,e15f16e7,5/21/2024,22:30,73,1447.81,2,Credit Card,1.6
29b6ffbc,d0fd93ce,5b79a107,8/15/2024,10:28,23,150.5,9,UPI,4.7
2a1a831f,bc4f828e,60643122,5/26/2024,5:57,36,438.8,10,COD,4.6
d7e8551f,08ba20de,fc98861c,4/11/2024,18:23,41,1920.21,9,Wallet,4.4
dbb9aa85,4c130690,85cb02c6,9/2/2024,14:41,21,265.38,8,UPI,2.7
20158e4c,3ef529e5,c2a80a80,4/15/2024,0:23,75,184.81,8,COD,1.4
5369eabd,606db467,c5ea268f,7/5/2024,11:25,48,1814.88,5,Credit Card,1.3
2cc0f588,b7d2e9fd,fbe89ca3,6/13/2024,18:36,57,1894.01,2,Net Banking,2.9
7c088505,b37bb876,017a4259,8/9/2024,14:37,35,1170.88,7,Net Banking,4.9
2c46c707,1bc05c14,0e94b64b,10/1/2024,10:44,67,799.6,1,UPI,2.8
93485977,bff0bb92,6939da39,1/25/2024,5:11,34,1886.86,9,Wallet,1.4
d86d3f67,0969abfd,0be82912,11/23/2024,11:46,64,1759.42,6,Wallet,4.8
c06a5c27,89c96872,c3e6d3b2,6/9/2024,12:51,55,1999.82,7,COD,2.2
14d627aa,e6f5e6b1,6470a316,9/9/2024,11:51,34,1527.27,5,Wallet,3.3
564f2e82,d2c59e6e,a0c66069,4/18/2024,17:44,76,496.21,2,Wallet,1.4
f4552f3b,71d4a52a,1bac6e72,6/7/2024,3:58,40,1513.88,4,Net Banking,3.3
e953cfea,9c80db76,6a586047,2/9/2024,7:41,24,381.5,2,COD,1.9
ee51b9fc,ba31dffb,5dcf1440,9/17/2024,2:02,42,991.5,1,UPI,3.4
220aab4f,fcd19837,2d3dc562,12/18/2024,20:29,69,1131.79,8,Wallet,4.2
70c0b45d,0c921430,dfaa14dd,11/13/2024,2:24,58,1028.69,1,COD,2.6
82150bf8,b8ee95cd,2eea9f4e,6/27/2024,13:44,37,1191.86,3,UPI,4.3
9f00e65d,4f2f2dc8,e98818ef,6/4/2024,23:47,60,362.39,3,UPI,3.2
b18f9fcd,dbcaa61c,1.78E+12,1/8/2024,0:55,68,243.8,1,Net Banking,2.5
6e37706c,e224a5ea,bd84d3e8,10/17/2024,18:43,40,989.98,4,COD,2.3
0ac0e45c,c317908c,71b5ecdc,1/13/2024,16:31,87,1267.27,5,Credit Card,3.7
4c7279ed,7a6b060d,46043af0,2/22/2024,12:14,43,397.79,3,COD,1.9
6e95b630,63fa9210,ee69a6a1,7/28/2024,14:49,37,1323.34,2,COD,3.6
274bfb68,227aba32,c6503b79,8/19/2024,19:42,79,1489.51,6,Net Banking,2.2
8cd9aedc,427b24bc,3a8b7259,1/5/2024,20:40,78,1559.84,7,Credit Card,2.4
205674d7,7975f2ee,319d1605,11/21/2024,19:13,56,704.92,10,Wallet,1.2
824e1ae4,b2cf0b3d,a6a3041a,10/24/2024,18:01,71,1497.21,1,Net Banking,1.6
f8183ba9,da9a321e,47916940,1/2/2024,7:14,37,1807.17,2,Wallet,3
e26b6e57,63fa9210,e58340c2,10/11/2024,13:41,50,1734.19,7,UPI,4
4cc7d4b4,b37bb876,0773bad5,11/20/2024,2:38,33,155.42,7,Net Banking,4.3
d54d98b8,fd9d762b,93fa0b9f,3/22/2024,9:48,34,239.84,1,Net Banking,3.2
23472c9d,bd857157,b1d43888,7/2/2024,2:16,55,1669.28,2,COD,1
13f4dfb4,67baa4fe,ac8b3f44,7/25/2024,9:22,32,1168.44,2,Net Banking,2.8
66bdae4f,d2c59e6e,838ab68c,10/16/2024,9:33,43,987.94,4,Wallet,2.9
a524dd55,d2c59e6e,a41e1a0b,6/10/2024,6:21,71,1848.68,9,Credit Card,4.6
22abb79c,d92b984c,45142b71,5/2/2024,5:08,58,1024.83,7,Net Banking,2.2
5f377c66,9bff4316,23984f15,9/4/2024,17:10,24,436.1,3,COD,2
2a3f8d37,3da5daa9,173255bc,9/19/2024,17:10,87,762.11,4,Net Banking,3.9
244b7a57,ec9059b5,bd4dfd64,8/5/2024,22:45,62,1523.66,8,Wallet,2.7
b9fa3a4f,b37bb876,7d29934f,8/15/2024,4:43,78,1099.78,1,Net Banking,1.5
09be8cfb,f00f0b93,49a7c91b,10/5/2024,10:00,64,553.38,9,Net Banking,4.4
7fa49915,4c130690,d551cade,1/22/2024,22:57,87,941.75,7,Credit Card,3.1
41f985f6,754bea84,1967fd30,11/21/2024,22:53,20,312.27,7,Wallet,4.6
a1647102,eb174c1f,f469d5b8,8/14/2024,0:57,47,235.77,6,Credit Card,4.6
9343099e,8d06cc24,20df0cba,10/16/2024,1:59,23,504.83,10,COD,4.7
a38384f6,49d9a0f2,9ffe6248,3/11/2024,2:29,66,913.38,1,Net Banking,2.9
49cfd04d,62249dbf,f3d4ead0,6/27/2024,3:15,65,1544.09,4,Wallet,2.6
ec2a169a,ee9f310d,7ecf9419,8/22/2024,21:17,50,1958.74,8,Wallet,3.7
97d0cccd,dd2f2051,18292ac0,11/13/2024,8:20,29,742.57,7,Net Banking,3.5
73415eeb,ea525a43,b3d766b6,9/15/2024,19:34,20,638.23,3,UPI,1.3
151b16ca,7421de9a,962efdbd,6/15/2024,14:49,65,851.93,2,COD,4.7
add32980,cb90b2ce,b9a2a9a6,4/28/2024,16:08,79,344.62,2,COD,4.2
76fa83a5,242460cc,6e8d697f,9/22/2024,14:40,26,1015.29,8,Wallet,2.1
a47997b1,674dfaa6,a41e9662,8/19/2024,5:50,58,1564.91,2,Credit Card,4.8
ebd1d581,75c47f5f,37b68bc0,8/27/2024,20:45,74,250.01,5,UPI,1.6
66b80e5d,2f6d7840,5e8ea34f,4/12/2024,2:05,42,944.33,2,Credit Card,4.4
e79c084d,a961a847,a520e3ed,11/25/2024,22:31,60,1146.19,9,Net Banking,1.5
65929fe2,537b38f9,a26f010d,11/12/2024,20:55,60,200.76,9,COD,5
c43029a2,951b096d,bcb0af16,4/5/2024,2:20,16,998.02,1,Credit Card,4.9
2.38E+58,bbd3019c,5bb18c32,10/3/2024,13:05,56,417.89,2,COD,2.4
d1526fb8,26db3a08,63ed5fd4,3/28/2024,23:08,90,641.96,7,COD,4.4
1ad2c9e0,991915d7,a88641ca,5/17/2024,9:42,27,234.46,6,Net Banking,2.7
91ad3a0c,fb67202e,cadd37fd,8/20/2024,0:07,74,1855.92,5,COD,3.3
8193ebdb,b7445b6d,a2cd81a1,3/21/2024,21:47,71,1129.2,7,Net Banking,2.5
8e6a3ed0,49d9a0f2,34de1615,2/10/2024,10:20,90,1138.14,4,UPI,2.5
36ece9d2,f146994a,5517effe,3/25/2024,15:01,75,1595.89,3,COD,4.6
9b653457,eb6fce5b,2c7ec4f0,3/28/2024,13:55,40,607.5,6,Wallet,2.4
f9262afb,5eafb4ee,d7cbcda6,11/4/2024,10:32,82,1874.58,6,Net Banking,3.2
0993f74c,179a3485,d0e8fbc2,11/7/2024,4:09,90,636.43,8,COD,4.8
7a9ebaa5,fc36ce35,33afc5b2,6/1/2024,16:00,83,335.48,1,Wallet,1.5
a17333a8,1c45fac8,f3d9746b,1/24/2024,3:54,34,281.58,5,Credit Card,2
f165e212,aa054739,139e0ad5,12/14/2024,0:32,62,760.98,7,COD,4.9
9dca8c9d,dde6dac9,d79cb804,3/18/2024,21:37,36,1604.01,6,Credit Card,3.8
de809c35,81aa2acc,31b6a807,12/21/2024,4:25,81,406.54,1,UPI,3.4
e84b4516,9fffa8c9,521f84be,6/23/2024,4:29,46,1929.44,2,Credit Card,3.7
c8121f34,71af43be,ba182842,4/21/2024,8:18,21,100.98,8,Credit Card,1.2
019cf758,3e7f7fbe,0c4a35ee,12/15/2024,4:06,40,1896.08,8,Credit Card,3.5
d8c56f60,15626d86,a9eab786,1/19/2024,16:17,32,1529.38,2,UPI,2.6
5da16ea5,84e6c455,bad7631c,11/16/2024,0:55,32,896.19,1,Credit Card,2.4
de6fdc9e,eb6fce5b,d6469936,12/12/2024,18:42,89,1449.27,7,Wallet,2.5
80e7dd6e,abc00ee0,c413cca1,11/15/2024,13:28,49,1274.92,7,Credit Card,4.3
73509750,cd2a813f,cd0e39f1,10/25/2024,2:44,73,175.73,2,Net Banking,1.8
5f3f5286,dddddf29,ccdb85db,2/10/2024,1:41,63,1548.83,3,Wallet,1.8
3f7f6d83,bd3013d9,6586141,7/9/2024,6:20,29,1733.61,8,Credit Card,4.2
7c22280f,a80c0410,60675c69,9/10/2024,15:21,78,297.71,1,UPI,3.3
1e379692,5b2f1c9a,5ba4e78e,8/23/2024,12:21,54,1656.59,6,COD,1.3
c8017551,3988bf2c,f31aa357,3/27/2024,21:47,24,1118.65,6,COD,1.3
0a4a120b,8a11d347,766d07ea,6/19/2024,19:35,63,397.06,9,Net Banking,4.4
1148c6b8,7cd438d2,1e31105d,9/25/2024,13:44,51,526.92,1,COD,4.1
d8483324,ea525a43,133f42dd,7/27/2024,8:14,74,972.93,10,COD,4.7
2085981c,ce8f2030,5251266d,7/20/2024,22:20,67,1767.62,5,Wallet,2.8
d7ac973f,404f0685,cf452a7f,4/25/2024,15:32,78,1020.73,5,Credit Card,4.1
ca9b7beb,bf2eb8e4,40c09a96,2/4/2024,13:11,52,297.24,10,UPI,3.7
f6537c93,f6a4fedc,9b3d04a9,9/17/2024,5:59,46,528.07,5,Credit Card,2.9
328f1721,bc4f828e,828c7848,7/26/2024,8:28,73,1254.11,1,Net Banking,4.3
bad211d0,67a95931,e514b8db,11/13/2024,20:26,51,1267.23,4,Credit Card,2.2
9de99df6,10504ca1,8ade3862,2/5/2024,16:59,80,256.5,8,Credit Card,1.6
a54dd5c1,77f59689,3e550da7,9/19/2024,19:30,64,468.58,6,UPI,1
a32bc45c,83c9c7f5,f18748e8,4/25/2024,15:49,43,686.55,7,Credit Card,4.3
ef46a04c,a59b82a8,891997f7,6/10/2024,7:43,82,1969.77,7,COD,3.6
7bece8b1,b96de83c,a079b975,8/16/2024,2:43,81,1684.55,9,Credit Card,2.1
57322bb0,3131321b,b7b2756b,7/8/2024,22:14,47,589.74,8,COD,3.5
dd702488,a05e429d,5b93d061,5/24/2024,15:46,88,1085.28,4,Net Banking,3.4
5879560a,368c8202,c939be5a,11/15/2024,6:16,86,583.91,7,Net Banking,3.5
857a9dee,733a1a91,979745a1,1/8/2024,20:01,81,338.57,4,Net Banking,2.9
c15e600b,a51eaacf,e039e203,11/11/2024,2:28,38,1352.28,7,Wallet,4.2
d4b21e94,8f988f4e,6877ab29,10/20/2024,10:32,50,1547.26,4,Wallet,1.5
093edc85,1935fe99,8f6d5424,4/28/2024,19:46,20,1543.05,3,COD,4.5
f35c51cf,d4eb642a,33898721,12/21/2024,8:31,63,1613.33,5,COD,1.7
29eb94e6,d3016f90,52313503,3/26/2024,4:51,16,1417.75,5,Wallet,1.5
509f52a0,c1f112de,b13cc03c,9/14/2024,14:47,25,280.31,5,UPI,2.4
580a9fef,75c47f5f,f4e6abf3,9/21/2024,12:47,84,1592.87,7,UPI,2.6
36b7d1df,4b7d8a2a,8.31E+12,7/20/2024,11:47,37,461.11,10,COD,2.7
40df7d9f,e2cb1c1a,1a93c1bc,8/17/2024,10:56,17,1745.64,9,Wallet,3.5
23dde920,59b862ed,e52e4002,2/5/2024,18:44,44,1197.13,9,Wallet,3.8
0ffd9b5b,a726efd4,f5fbbb00,8/5/2024,4:41,69,1013.48,10,Wallet,1.6
a9fa89b8,2c3d36ef,482d0db7,9/3/2024,19:08,70,1082.73,1,Credit Card,3.5
ecbe4478,bbd3019c,5b708a40,11/13/2024,4:15,90,1618.95,9,Wallet,2.7
cda3b3b8,0fd878e4,63d0378a,2/12/2024,7:44,25,1324.86,7,COD,1.7
756be1b7,c230886a,101ddf3d,8/27/2024,2:11,43,1549.28,3,Wallet,2.7
1eabc084,42142ee5,c9f46e28,11/23/2024,20:13,78,1789.63,1,UPI,4.6
70940187,9bff4316,be9e6af1,4/22/2024,16:57,82,1896.35,10,Wallet,2.1
532df88e,9c80db76,0cc802a2,10/25/2024,20:14,83,942.02,10,Wallet,2.4
c518aa57,d3016f90,08c05802,8/4/2024,23:07,18,1548.14,7,UPI,3
2634b45b,4622bca4,26e005a5,8/1/2024,5:54,26,759.17,1,UPI,3.6
f9535032,c00f73d6,afa4c48f,11/10/2024,9:20,84,112.81,5,Net Banking,2.4
17eb544b,da6baa40,fe10288d,4/20/2024,12:41,61,912.03,8,COD,4.2
0b9ffe94,1c54225b,9074a0b1,6/1/2024,15:16,33,1574.93,3,COD,1.7
695a5213,fa055ed4,db26772b,8/6/2024,19:27,47,467.5,3,UPI,4
6606b895,64003853,f1d80850,3/24/2024,6:05,25,1921.63,9,Wallet,4.8
f57ce91c,032e886d,4843b261,10/26/2024,15:17,36,126.7,1,Credit Card,2.9
70579daf,b7d188df,c58e8258,9/8/2024,21:56,28,1434.95,10,UPI,3.2
d17aa833,fc6028ff,f48a9c63,3/9/2024,13:19,31,1426.24,2,COD,4.2
096ef80c,55c18a95,353c3aed,3/12/2024,8:03,87,768.49,9,COD,4.8
1e3f4a98,fb67202e,2a728dd0,1/20/2024,8:58,90,1172.79,4,Net Banking,4.1
e8fe75c2,79e303d1,7fefbd31,3/20/2024,9:29,67,891.64,5,UPI,3.6
94727db0,ea525a43,4c7538c6,5/24/2024,0:33,28,1599.46,10,COD,2.2
16f84594,ccb7be4e,5262e957,7/17/2024,17:45,67,1807.04,9,Credit Card,1.2
b1226ac0,dbcaa61c,c8a0d246,11/3/2024,6:16,58,1064.86,3,UPI,1.9
7922ba1d,c71efa45,e68ca43f,10/20/2024,10:03,45,496.31,10,Credit Card,1.3
4368ff4e,9abef4df,a46ad963,3/23/2024,18:13,30,1691.53,1,Net Banking,1.2
7134c1d2,4d8c2e99,f32e99e7,5/9/2024,14:05,16,565.48,8,UPI,1.1
bd382dca,51bc9499,791a7f9e,8/1/2024,5:27,25,1767.37,1,Wallet,3.7
59f9a730,4e9bfa3e,fc6d3089,11/3/2024,7:24,16,1059.25,10,UPI,4.1
a99da0e5,2.74E+12,b01998b8,3/12/2024,22:43,44,860.9,1,UPI,3.6
27e436a0,9f137e8a,6a6e66fb,9/17/2024,1:54,68,1418.62,7,Wallet,3.8
1970f2cc,3b052e56,39aa449a,7/3/2024,23:51,17,766.18,9,UPI,4.2
53550dbb,71764226,45037f9e,6/5/2024,15:43,56,1050.63,8,UPI,2.7
3537b5fa,ea525a43,a89be24e,5/23/2024,13:31,69,1915.03,2,Net Banking,1.2
69eab47f,f4fb2de3,ad5d17a3,4/3/2024,1:23,50,1284.26,9,Wallet,4.1
39576cd5,2bf57503,c94375cf,10/9/2024,6:18,54,1911.04,5,Wallet,4.1
449fb4a6,8a592a8a,8c21fc45,6/15/2024,2:02,21,1230.78,4,COD,4.8
ad9705b2,df911fc2,419ac920,9/1/2024,21:46,64,542.2,2,Net Banking,4
28746ea2,52758fa7,e058eeab,4/19/2024,15:46,15,1602.1,8,COD,3.8
096ab5f2,14fc6669,0402e375,3/10/2024,16:12,80,1525.86,3,COD,4.2
891c3a90,59e6659c,a26a0d94,12/18/2024,18:55,15,1982.97,7,Wallet,4.1
2e12c3d1,49c4ff0d,04e23054,7/22/2024,5:36,75,1033.57,9,Net Banking,3.6
b3862472,e224a5ea,27d0f046,8/16/2024,7:33,38,448.3,2,Credit Card,4.9
a2870762,d9c56a1e,fcfbf131,8/17/2024,4:19,38,151.32,9,Credit Card,1.7
e1a549e4,2c3cc546,24394b2f,7/12/2024,8:49,39,1957.69,6,Net Banking,3.9
9ce0a155,24ada0ba,9061b1df,3/21/2024,14:00,71,1582.27,7,Wallet,4.3
9373052,405ed20c,349f094b,2/5/2024,5:06,30,1121.43,3,COD,4.3
43b3a3bd,8b12bcad,f3b7b481,10/12/2024,16:54,18,1481.54,2,UPI,2.7
0bc89079,100a811e,361a58e0,10/14/2024,0:24,20,121.55,2,Net Banking,4.1
fcabb297,502053dd,74fd6894,7/22/2024,6:15,79,1380.4,4,UPI,4.1
c3381e53,b28ed1b8,119d61cd,3/27/2024,10:06,79,993.62,7,COD,4.3
e5a0aa9d,5e9ad80d,7f9d14b1,9/26/2024,12:20,32,386.14,1,Wallet,4
28019310,19eb698a,24a98a27,8/22/2024,21:21,41,603.25,6,UPI,1.5
0c3b0168,02b6d096,b2f42876,9/1/2024,21:20,37,1568.01,6,COD,1.5
2659e386,8180e6e2,59a36023,11/26/2024,13:40,53,907.75,1,UPI,1.4
69095c0e,df911fc2,18a4d717,8/27/2024,18:44,29,737.91,6,COD,3.7
